Company,Sector,Stage,Amount,Location,About,Funding Year
MYFITNESS,Fitness,Seed and Pre-Seed Funding,1000000.0,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",2021
I am Love,Healthcare,Seed and Pre-Seed Funding,4000000.0,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",2021
MyGlamm,D2C,Growth Stage Funding,40000000.0,Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,2021
Gumlet,IT,Seed and Pre-Seed Funding,1600000.0,Bengaluru,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,2021
Eloelo,Gaming,Early Stage Funding,2000000.0,Bengaluru,Creator-led Social Gaming & Live Streaming Platform,2021
Edukemy,EdTech,Early Stage Funding,2000000.0,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",2021
Zingbus,Mobility,Early Stage Funding,5000000.0,Gurugram,Zingbus is a renowned brand in the bus operating industry.,2021
NewsReach,Media,Seed and Pre-Seed Funding,300000.0,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,2021
Pencilton,FinTech,Seed and Pre-Seed Funding,330000.0,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",2021
Bandhoo,IT,Seed and Pre-Seed Funding,1000000.0,Gurugram,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",2021
ixigo,IT,Growth Stage Funding,53000000.0,Gurugram,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!",2021
The Whole Truth,Food & Beverages,Early Stage Funding,6000000.0,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",2021
Insane AI,Fitness,Seed and Pre-Seed Funding,800000.0,Bengaluru,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,2021
Learn4o Technology,E-learning,Seed and Pre-Seed Funding,3500000.0,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",2021
Droom,Automobile,Growth Stage Funding,200000000.0,Gurugram,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",2021
Skymet,Environmental Services,Seed and Pre-Seed Funding,1000000.0,Noida,Provide services that allow clients to understand and organize themselves around changing environment.,2021
Go Swift,Consumer Services,Early Stage Funding,2000000.0,Bengaluru,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,2021
Mamaearth,Healthcare,Early Stage Funding,50000000.0,Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,2021
G.O.A.T,D2C,Early Stage Funding,36000000.0,Bengaluru,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,2021
Keeros,Food & Beverages,Early Stage Funding,3500000.0,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",2021
ReDesyn,Merchandise,Early Stage Funding,300000.0,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",2021
Inspacco,Facilities Services,Seed and Pre-Seed Funding,200000.0,Pune,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",2021
Knorish,EdTech,Early Stage Funding,1000000.0,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities",2021
Dozee,Healthcare,Early Stage Funding,5000000.0,Bengaluru,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",2021
BlackBuck,Logistics & Supply Chain,Growth Stage Funding,67000000.0,Bengaluru,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,2021
Mailmodo,Marketing & Advertising,Seed and Pre-Seed Funding,2000000.0,Bengaluru,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,2021
SuperBeings,Computer software,Seed and Pre-Seed Funding,3500000.0,Bengaluru,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",2021
NirogStreet,Healthcare,Early Stage Funding,2500000.0,New Delhi,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,2021
Hyreo,Human Resources,Early Stage Funding,3500000.0,Thiruvananthapuram,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,2021
GODI Energy,Automotive,Seed and Pre-Seed Funding,3500000.0,Hyderabad,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,2021
Even,Healthcare,Seed and Pre-Seed Funding,5000000.0,Bengaluru,One monthly subscription to cover all your healthcare needs.,2021
Captain Fresh,Logistics,Early Stage Funding,12000000.0,Bengaluru,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021
Otipy,Food & Beverages,Early Stage Funding,10200000.0,Gurugram,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,2021
Lenskart,Eyewear,Growth Stage Funding,220000000.0,Faridabad,India's fastest growing eyewear company and largest eyewear company online.,2021
Eka.care,Healthcare,Seed and Pre-Seed Funding,4500000.0,Bengaluru,A digitally enabled and connected healthcare ecosystem for better health outcomes.,2021
Braingroom,EdTech,Seed and Pre-Seed Funding,200000.0,Chennai,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.",2021
Edvizo,Consumer Services,Early Stage Funding,1000000.0,Bengaluru,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",2021
Credenc,FinTech,Seed and Pre-Seed Funding,25000000.0,New Delhi,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,2021
GlobalBees,D2C Business,Early Stage Funding,150000000.0,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,2021
Spinny,Automotive,Growth Stage Funding,108000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021
Mynvax,Biotechnology,Early Stage Funding,4000000.0,Bengaluru,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,2021
RiseBird,Human Resources,Seed and Pre-Seed Funding,500000.0,Pune,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,2021
Uvi Health,Healthcare,Seed and Pre-Seed Funding,330000.0,Bengaluru,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,2021
Vegrow,Farming,Early Stage Funding,13000000.0,Bengaluru,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,2021
Automovill,Automotive,Seed and Pre-Seed Funding,500000.0,Bengaluru,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",2021
NFTically,NFT Marketplace,Seed and Pre-Seed Funding,3500000.0,Gurugram,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",2021
HealthifyMe,Healthcare,Growth Stage Funding,75000000.0,Bengaluru,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,2021
GalaxyCard,FinTech,Seed and Pre-Seed Funding,450000.0,Gurugram,GalaxyCard is a mobile based Instant Credit Card.,2021
Bella Vita Organic,Healthcare,Early Stage Funding,10000000.0,Gurugram,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,2021
SmartCoin,FinTech,Early Stage Funding,10000000.0,Bengaluru,India's Most Preferred Instant Loan App,2021
CareerNinja,EdTech,Seed and Pre-Seed Funding,3500000.0,Mumbai,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",2021
MYSUN,Solar,Early Stage Funding,2000000.0,New Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",2021
Sea6 Energy,Biotechnology,Later Stage Funding,9000000.0,Bengaluru,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",2021
Beco,Consumer Goods,Seed and Pre-Seed Funding,500000.0,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",2021
OneCode,Internet,Seed and Pre-Seed Funding,5000000.0,Bengaluru,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",2021
MedPay,Information Technology,Seed and Pre-Seed Funding,1200000.0,Bengaluru,MedPay® is building the real-time claims adjudication platform for health insurers.,2021
Inshorts,Internet,Growth Stage Funding,60000000.0,Noida,Built Inshorts with a promise to deliver news,2021
Digantara,SpaceTech,Seed and Pre-Seed Funding,2500000.0,Bengaluru,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",2021
Aqgromalin,AgriTech,Seed and Pre-Seed Funding,700000.0,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,2021
Square Yards,Real Estate,Early Stage Funding,25000000.0,Gurugram,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,2021
OYO,Hospitality,Growth Stage Funding,660000000.0,Gurugram,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,2021
Slang Labs,Computer software,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,2021
NirogGyan,Healthcare,Seed and Pre-Seed Funding,3500000.0,Gurugram,"Simplifying Diagnostics for labs, doctors, and people.",2021
Ola Electric,Automotive,Growth Stage Funding,100000000.0,Bengaluru,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,2021
Bikry app,Consumer software,Seed and Pre-Seed Funding,1300000.0,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",2021
Oliveboard,EdTech,Early Stage Funding,3000000.0,Bengaluru,Oliveboard is the top exam preparation platform for Banking & Government Exams.,2021
Little Leap,EdTech,Seed and Pre-Seed Funding,300000.0,New Delhi,Soft Skills that make Smart Leaders,2021
Trell,Social commerce,Growth Stage Funding,45000000.0,Bengaluru,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,2021
Kredent,EdTech,Seed and Pre-Seed Funding,1000000.0,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,2021
EasyAspataal,Healthcare,Seed and Pre-Seed Funding,500000.0,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,2021
SMOOR,Food & Beverages,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Instigate your sixth sense with our new range of chocolates.,2021
Pankhuri,Social community,Seed and Pre-Seed Funding,3200000.0,Bengaluru,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",2021
Arcana,Information Technology,Seed and Pre-Seed Funding,370000.0,Bengaluru,Arcana is the Storage Layer of Ethereum.,2021
AdmitKard,EdTech,Early Stage Funding,1000000.0,Noida,A tech solution for end to end career advisory to students looking to study abroad.,2021
UrbanKisaan,Food & Beverages,Seed and Pre-Seed Funding,3500000.0,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,2021
Aquaconnect,Fishery,Early Stage Funding,4000000.0,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,2021
Vah Vah!,EdTech,Seed and Pre-Seed Funding,1800000.0,Bengaluru,A mission to educate India and make its young and dynamic population job ready.,2021
LetsDressUp,Apparel & Fashion,Early Stage Funding,300000.0,Gurugram,Building India's version of Stitch Fix,2021
Sapio Analytics,Computer software,Seed and Pre-Seed Funding,150000.0,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,2021
BHyve,Human Resources,Angel Funding,300000.0,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,2021
Indi Energy,Renewables & Environment,Seed and Pre-Seed Funding,3500000.0,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",2021
The Ayurveda Co,Consumer Goods,Early Stage Funding,3500000.0,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,2021
Pratilipi,Online storytelling,Later Stage Funding,48000000.0,Bengaluru,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2021
Ati Motors,Automotive,Early Stage Funding,35000000.0,Bengaluru,Autonomous industrial vehicle maker,2021
peAR,Deeptech,Early Stage Funding,300000.0,Mumbai,An AR / VR tech based Start-up in Mumbai.,2021
Gourmet Garden,Farming,Seed and Pre-Seed Funding,3000000.0,Bengaluru,"100% contamination free, pesticide free naturoponically grown vegetables.",2021
The Sleep Company,Consumer Goods,Early Stage Funding,1000000.0,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,2021
TyrePlex,B2B E-commerce,Seed and Pre-Seed Funding,3500000.0,New Delhi,Tyreplex is digitizing the tyre dealers in India.,2021
ION Energy,Automotive,Early Stage Funding,3600000.0,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,2021
Digit Insurance,Insuretech,Growth Stage Funding,200000000.0,Bengaluru,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021
FRAAZO,Food & Beverages,Early Stage Funding,11000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021
Licious,Food & Beverages,Growth Stage Funding,192000000.0,Bengaluru,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021
WinZO,Gaming,Growth Stage Funding,65000000.0,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,2021
Furlenco,Consumer Goods,Growth Stage Funding,100000000.0,Bengaluru,Furlenco is a different furniture company.,2021
Skylark Drones,Aviation,Early Stage Funding,3000000.0,Bengaluru,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",2021
Leegality,IT company,Early Stage Funding,3500000.0,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",2021
Arcatron Mobility,Healthcare,Seed and Pre-Seed Funding,3500000.0,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,2021
TWID,FinTech,Seed and Pre-Seed Funding,2500000.0,Bengaluru,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021
PeakPerformer,EdTech,Seed and Pre-Seed Funding,3500000.0,Bengaluru,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",2021
MyMobiForce,Internet,Early Stage Funding,1400000.0,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021
Pine Labs,Information Technology,Growth Stage Funding,600000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021
Genworks Health,Healthcare,Seed and Pre-Seed Funding,2000000.0,Bengaluru,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021
Pocketly,FinTech,Seed and Pre-Seed Funding,3500000.0,Bengaluru,"Pocketly provides quick cash on hand, anytime - anywhere!",2021
Neverinstall,Information Technology,Seed and Pre-Seed Funding,370000.0,Bengaluru,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021
CoRover,Information Technology,Seed and Pre-Seed Funding,3500000.0,Bengaluru,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,2021
BeatO,Healthcare,Later Stage Funding,5000000.0,New Delhi,ULTIMATE app to manage chronic conditions.,2021
Earth Rhythm,Cosmetics,Seed and Pre-Seed Funding,1200000.0,Gurugram,A mission to make customers healthier and Earth a little greener.,2021
Fountain9,Computer software,Seed and Pre-Seed Funding,1900000.0,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021
Rockclimber,Food & Beverages,Seed and Pre-Seed Funding,1000000.0,Bengaluru,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021
SpEd@home,EdTech,Seed and Pre-Seed Funding,300000.0,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021
CanPe,Computer software,Seed and Pre-Seed Funding,3500000.0,Bengaluru,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",2021
Green Soul,Consumer Goods,Seed and Pre-Seed Funding,200000.0,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021
Shiprocket,Logistics,Growth Stage Funding,41000000.0,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021
DealShare,Retail,Seed and Pre-Seed Funding,144000000.0,Bengaluru,The next generation disruptive (social) e-commerce product for the masses.,2021
Teachmint,EdTech,Later Stage Funding,20000000.0,Bengaluru,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021
Vahak,Transportation,Early Stage Funding,5000000.0,Bengaluru,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021
goSTOPS,Hospitality,Early Stage Funding,1000000.0,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021
Codedamn,Computer software,Seed and Pre-Seed Funding,3500000.0,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,2021
Biocraft Innovation Technology,Environmental service,Seed and Pre-Seed Funding,3500000.0,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,2021
Powerplay,Construction,Seed and Pre-Seed Funding,5200000.0,Bengaluru,Powerplay helps simplify end to end Construction and Architecture project management.,2021
Accio Robotics,Industrial Automation,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,2021
Delhivery,Logistics,Growth Stage Funding,270000000.0,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021
Avishkaar,EdTech,Early Stage Funding,600000.0,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021
Jobsgaar,Job discovery platform,Seed and Pre-Seed Funding,140000.0,New Delhi,India's first District level/ Hyper Local Job discovery platform,2021
Almo,D2C Fashion,Seed and Pre-Seed Funding,3500000.0,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,2021
Breathe Well-being,HealthCare,Early Stage Funding,1000000.0,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021
GalaxEye,SpaceTech,Seed and Pre-Seed Funding,3500000.0,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,2021
Good Health Clinic,HealthCare,Seed and Pre-Seed Funding,5000000.0,Hyderabad,Full Stack Digital Health Clinic,2021
Urban Company,Home services,Growth Stage Funding,250000000.0,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,2021
MYBYK,Rental,Early Stage Funding,1000000.0,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,2021
Locus,Logistics,Growth Stage Funding,50000000.0,Bengaluru,Locus is an intelligent decision-making and automation platform for logistics.,2021
Crejo.Fun,EdTech,Seed and Pre-Seed Funding,3000000.0,Bengaluru,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021
Bambinos,EdTech,Seed and Pre-Seed Funding,500000.0,Bengaluru,Cohort based extracurricular course for kids,2021
KreditBee,FinTech,Early Stage Funding,8000000.0,Bengaluru,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021
Spardha,EdTech,Early Stage Funding,400000.0,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021
Onelife Nutriscience,HealthCare,Seed and Pre-Seed Funding,3500000.0,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,2021
Flatheads,Fashion,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,2021
Fable Fintech,FinTech,Early Stage Funding,3500000.0,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",2021
Holisol,Logistics,Seed and Pre-Seed Funding,3000000.0,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,2021
Now&Me,HealthCare,Seed and Pre-Seed Funding,1000000.0,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021
Fyllo,AgriTech,Seed and Pre-Seed Funding,400000.0,Bengaluru,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021
Cora Health,HealthCare,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,2021
Blaer Motors,Mobility,Seed and Pre-Seed Funding,300000.0,Chennai,Meant to augment human power and not completely replace it,2021
Swiflearn,EdTech,Early Stage Funding,3000000.0,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021
Cashfree,FinTech,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021
QuickSell,E-commerce,Early Stage Funding,2000000.0,Mumbai,B2B Mobile Commerce Platform,2021
Truemeds,Heathcare,Early Stage Funding,5000000.0,Mumbai,Truemeds is a health-tech startup.,2021
Candes,E-commerce,Seed and Pre-Seed Funding,3000000.0,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021
MediBuddy,Heathcare,Seed and Pre-Seed Funding,3000000.0,Bengaluru,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021
F5,Food & Beverages,Early Stage Funding,300000.0,New Delhi,F5 is a foods and beverages company.,2021
Capital Float,FinTech,Early Stage Funding,6000000.0,Bengaluru,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021
IntelleWings,IT startup,Seed and Pre-Seed Funding,100000.0,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021
Shyplite,Logistics,Seed and Pre-Seed Funding,1000000.0,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021
Refyne,FinTech,Early Stage Funding,20000000.0,Bengaluru,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021
Greenjoules,Renewable Energy,Early Stage Funding,4500000.0,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,2021
MentorKart,Consulting,Seed and Pre-Seed Funding,150000.0,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,2021
Leverage Edu,EdTech,Early Stage Funding,2000000.0,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2021
Kale Logistics,Logistics,Early Stage Funding,5000000.0,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,2021
CustomerGlu,CRM,Seed and Pre-Seed Funding,320000.0,Bengaluru,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,2021
Cell Propulsion,EV startup,Seed and Pre-Seed Funding,2000000.0,Bengaluru,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2021
Wellbeing Nutrition,HealthCare,Seed and Pre-Seed Funding,3500000.0,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,2021
Pee Safe,HealthCare,Later Stage Funding,3000000.0,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,2021
Chqbook,FinTech,Seed and Pre-Seed Funding,1000000.0,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021
SimpliContract,Software,Seed and Pre-Seed Funding,1800000.0,Bengaluru,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021
Dropshop,Logistics,Early Stage Funding,1000000.0,Bengaluru,Building technology to make distribution efficient and cheaper for large and small FMCG companies,2021
Jumbotail,E-commerce,Debt Financing,4000000.0,Bengaluru,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,2021
BYJU'S,EdTech,Growth Stage Funding,350000000.0,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021
Power Gummies,Nutrition,Seed and Pre-Seed Funding,1000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021
Convosight,SaaS startup,Early Stage Funding,9000000.0,New Delhi,A mission - to help community builders become community entrepreneurs.,2021
Junio,FinTech,Seed and Pre-Seed Funding,600000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2021
Wherehouse.io,Logistics,Seed and Pre-Seed Funding,3500000.0,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",2021
Flexmoney,FinTech,Early Stage Funding,4800000.0,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",2021
Fampay,FinTech,Early Stage Funding,38000000.0,Bengaluru,India's first numberless card and UPI without a bank account,2021
Apna,Human Resources,Later Stage Funding,70000000.0,Bengaluru,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,2021
XYXX Apparels,Fashion,Early Stage Funding,4000000.0,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",2021
WaterScience,D2C startup,Seed and Pre-Seed Funding,3500000.0,Bengaluru,The aim of making good water affordable and accessible.,2021
BrowserStack,SaaS startup,Later Stage Funding,200000000.0,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,2021
Vital,Insuretech,Early Stage Funding,3000000.0,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",2021
Juicy chemistry,HealthCare,Seed and Pre-Seed Funding,3500000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021
Samaaro,SaaS startup,Seed and Pre-Seed Funding,125000.0,Bengaluru,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021
Imagimake,Innovation management,Early Stage Funding,500000.0,Mumbai,An innovative play system to help children create their imagination,2021
MSMEx,EdTech,Early Stage Funding,1000000.0,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,2021
RenewBuy,Insuretech,Growth Stage Funding,45000000.0,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2021
saarthi.ai,AI startup,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,2021
Kutumb,Community platform,Early Stage Funding,26000000.0,Bengaluru,Kutumb is a social community enabler.,2021
Superplum,AgriTech,Early Stage Funding,3800000.0,Noida,Building India's most sophisticated platform for high quality fresh food,2021
Upside AI,FinTech,Seed and Pre-Seed Funding,1200000.0,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021
PazCare,Insuretech,Seed and Pre-Seed Funding,3500000.0,Bengaluru,Paz Care is India's leading Employee Benefits & Health insurance platform,2021
Answer Genomics,HealthCare,Seed and Pre-Seed Funding,3500000.0,Bengaluru,A healthcare company that uses genome-based data to help individuals make decisions.,2021
Skillmatics,EdTech,Early Stage Funding,6000000.0,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,2021
